Title,Authors
Similar or Unknown Fault Mode Detection of Aircraft Fuel Pump Using Transfer Learning With Subdomain Adaption.,"Wei Hong,Xiaojun Zhang,Zhen Liu,Zijing Wang,Jun Pan,Yang Miao,Zeng Wang,Xiangyin Zhang"
R-YOLO: A Robust Object Detector in Adverse Weather.,"Xuanyu Zhou,Fengting Zhang,Hongda Qin,Xiao Lu,Lucai Wang"
Differential Koch Planar Eddy Current Probe Sensitivity Boosting by Iron Particulate Sheet.,"Wuyin Jin,Le Fan,Ji Wei,Wei Gao,Guolong Chen,Shuaishuai Zhang"
Super-Resolution and Accurate Full-Field Displacement Measurement With Millimeter-Wave Radars.,"Gaoyang Wu,Zhaoyu Liu,Yuyong Xiong,Guang Meng,Zhike Peng"
Ag Nanoparticle-Modified ZnO-In,"Zhenyu Yuan,Haoting Zhang,Hua Zhang,Zhiqiang Yang,Jingfeng Li,Fanli Meng"
Investigation of Surface Ionization Detector for Cesium Oven Evaporation Rate.,"Feng Xue,Dong Li,Dezhi Chen,Chen Zuo"
Two-Step Unbiased Estimation on Small-Delay Multipath of GNSS Signals Based on S-Curve Bias.,"Pei Zhang,Xueyan Lu,Li Cong,Tian Jin,Jiaqing Qu,Heliang Yuan"
Directional Energy Transfer in a Coupled Symmetrical Multifrequency Atomic Force Microscope Cantilever.,"Jin Wang,Shaokang Chen,Takahito Ono,Dong F. Wang,Haiteng Ma"
Wind Turbine Blade Breakage Monitoring With Mogrifier LSTM Autoencoder.,"Lin Wang,Jinfeng Gao,Yichao Liu,Yixuan Wang,Xujie Zhang,Ping Wu"
Data Fusion Approach for Extracting Spindle Key Performance Features Under Different Workloads.,"Weizheng Chen,Wei Luo,Yao Shen,Jinglong Wu,Wei Yang"
Internal Defect Detection of Overhead Aluminum Conductor Composite Core Transmission Lines With an Inspection Robot and Computer Vision.,"Aiguo Song,Fei Wang,Yawen Li,Zichao Ji,Juzheng Mao,Guangming Song,Dabing Chen"
Refractive Index and Temperature Sensing System With High Sensitivity and Large Measurement Range Using an Optical Fiber.,"Yuxin Li,Hailiang Chen,Zhigang Gao,Yuhui Feng,Qiang Chen,Mengwei Zhang"
Experimental Study on Ultrasonic Detection Method of Ice Thickness for 10 kV Overhead Transmission Lines.,"Licheng Li,Lei Yu,Yue Li,Yanpeng Hao,Jie Chen,Zhiyong Yuan,Lin Yang,Xinhao Lin"
Mechanical Performance Study of Pipe-Liner Composite Structure Based on the Digital Image Correlation Method.,"Caiying Deng,Han Liu,Shuang Mei,Yahong Zhao,Xuefeng Yan"
Quantitative Assessment Framework for Non-Structural Bird's Nest Risk Information of Transmission Tower in High-Resolution UAV Images.,"Qiang Miao,Jiawei Liao,Xia Fang,Haitao Xu,Gaoyi Zhu"
Characterization of the Frequency Ramp Nonlinearity Impact on the Range Estimation Accuracy and Resolution in LFMCW Radars.,"Zesheng Zhang,Changzhan Gu,Junfa Mao,Jingtao Liu"
A New Rotor Position Estimation Method for Spherical Reluctance Motor Based on Inductance Characteristics Obtained From Measurement.,"Yongbin Liu,Qiubo Ye,Rui Zhou,Mingfeng Shi,Guoli Li,Qunjing Wang"
Passive Wireless Detection for Ammonia Based on 2.4 GHz Square Carbon Nanotube-Loaded Chipless RFID-Inspired Tag.,"Xinyi Shen,Huan Ren,Yigang He,Guolong Shi"
IRTCog: Fault Diagnosis of Rotor-Bearing System Based on Modified Transfer Model With Variable Visual Angle Thermal Images.,"Lei Fu,Libin Zhang,Zepeng Ma,Yanzhe Wang"
An Interpretable Multiplication-Convolution Sparse Network for Equipment Intelligent Diagnosis in Antialiasing and Regularization Constraint.,"Yimin Shao,Xiaoxi Ding,Linhua Zhao,Qingbo He,Rui Liu,Qihang Wu"
Research on a High-Precision Measurement Algorithm Using FOG-Based Single-Axis RINS for Core Drilling.,"Yue Yu,Fei Qi,Yue Meng,Xinyao Zhu"
A Parallel Short-Term Power Load Forecasting Method Considering High-Level Elastic Loads.,"Qi Zhang,Yu Lu,Long Luo,Jizhe Dong"
Simultaneous Implementation of the High Reliability and Accuracy in a Fiber Bragg Grating Sensing System for Space Application.,"Yunhong Zhu,Xiaowei Wang,Hongfei Xu,Shen Tan,Jing Jin,Tiezhi Li"
Harmonic Reducer Fault Detection With Acoustic Emission.,"Yufei Yang,Liansheng Liu,Shervin Shirmohammadi,Datong Liu,Zhuo Zhi"
Spectral Interference Rejection Algorithm for Beat Frequency Estimation in Machining Chatter.,"Haifeng Ma,Xiaolong Yang,Zhenhua Xiong,Yuxin Sun,Chengjin Qin,Xiangyang Zhu,Zhongqu Xie,Yulin Wang"
Crosstalk Suppression for Color Phase-Shifting Profilometry Based on Chord Distribution Equalization.,"Bolin Cai,Chenen Tong,Xiangcheng Chen,Qiujie Wu"
PEDNet: A Lightweight Detection Network of Power Equipment in Infrared Image Based on YOLOv4-Tiny.,"Jianqi Li,Keheng Nie,Yaqian Xu,Sinuo Zuo,Binfang Cao,Jiang Zhu"
Sub-Nyquist Measurement of LFM Pulse Stream Based on Signal Separation and Parameter Matching.,"Ning Fu,Liyan Qiao,Shuangxing Yun,Bingtong Han"
A New Deep Tensor Autoencoder Network for Unsupervised Health Indicator Construction and Degradation State Evaluation of Metro Wheel.,"Yu Wang,Linlin Kou,Xihui Liang,Wentao Mao"
A Novel Ensemble Learning-Based Multisensor Information Fusion Method for Rolling Bearing Fault Diagnosis.,"Cang Liu,Jinyu Tong,Jinde Zheng,Haiyang Pan,Jiahan Bao"
A Dual-Axis Optoelectronic Inclinometer Based on Wavefront Interference Fringes.,"Xionglei Lin,Yifan Zhang,Pengcheng Hu,Liang Yu"
Phase-Shifting Temporal Phase Unwrapping Algorithm for High-Speed Fringe Projection Profilometry.,"Hongmei Li,Haihua An,Yiping Cao,Ying Zhang"
Optical Scanning Analysis of Static Samples by Compact Laser Induced Breakdown Spectroscopy.,"Qifan Wen,Shu Liu,Yaxiong He,Yong Zhang,Dongye Zhao,Min Xu,Tao Xu,Yong Zhao,Chuan Ke"
Trajectory-Robust RFID Relative Localization Based on Phase Profile Correlation.,"Yanxi Fu,Hankai Liu,Yongtao Ma,Keqi Chen,Xiuyan Liang"
Sub-Nyquist Sampling and Measurement of FRI Signals With Additive Shot Noise.,"Shuangxing Yun,Liyan Qiao,Hongwei Xu,Ning Fu"
Normal Reference Attention and Defective Feature Perception Network for Surface Defect Detection.,"Haiming Yao,Wei Luo,Wenyong Yu"
Lambertian Reflection Separation Under High Reflectiveness for Worn Surface Reconstruction With Insufficient Samples.,"Yue Shu,Qinghua Wang,Shuo Wang,Thompson Sarkodie-Gyan,Tonghai Wu,Tao Shao"
A Main-Auxiliary Structured Resonant Galvanometer for Noninvasive Passive Dual-Frequency Detection.,"Xinyu Wang,Dong F. Wang,Hongxiang Han"
Pixel-Wise Phase Unwrapping With Adaptive Reference Phase Estimation for 3-D Shape Measurement.,"Haojie Zhu,Xiangcheng Chen,Yajun Wang,Hongzhi Xu,Yuwei Wang"
Spatial Vibration and Displacement Measurement Through Single-Point Continuous and Interval Scanning Laser Doppler Vibrometer.,"Yang Yang,Huiyao Shi,Chanmin Su,Jialin Shi,Lianqing Liu,Si Tang"
Calibration Principle and Correction Factor for Flow Calorimeter in RF Medium-Power Measurement.,"Wenze Yuan,Wei Zhao,Xiaohai Cui,Yang Zhao,Jinwen Liu"
A Multiparameter Integration Method and Characterization Study of Chipless RFID Sensors With Spiral Shape.,"Guochun Wan,Liyu Xie,Zicheng Jiang"
Consumer-Grade Inertial Measurement Units Enhanced Indoor Magnetic Field Matching Positioning Scheme.,"Baoding Zhou,Jian Kuang,Xiaoji Niu,Taiyu Li,Qijin Chen"
Highly Imbalanced Fault Diagnosis of Rolling Bearings Based on Variational Mode Gaussian Distortion and Deep Residual Shrinkage Networks.,"Zhijin Zhang,He Li,Chunlei Zhang"
A Novel Capacitive Low-Humidity Sensor Based on a Double-Sided Structure.,"Fangling Tao,Yu Pan,Hui Chen,Shubo Jiang"
Modeling and Evaluating Full-Cycle Natural Gait Detection Based on Human Electrostatic Field.,"Sichao Qin,Zhengong Wu,Wang Li,Pengfei Li,Zhonghua Liu,Xi Chen,Hu Jiang,Ruiheng Zhang"
A Mass-Position Sensing Scheme Using a Geometrically Adjustable Resonator With Low-Order Modals for Detecting Multiple Analytes.,"Dong F. Wang,Mingkai Xiao,Cao Xia"
An FBG-Based Sensor With Both Wearable and Handheld Forms for Carotid Arterial Pulse Waveform Measurement.,"Chaoyang Shi,Kaifeng Wang,Han Zhang,Xiaolong Ni"
Partial Discharge Pulse Extraction and Interference Suppression Under Repetitive Pulse Excitation Using Time-Reassigned Multisynchrosqueezing Transform.,"Lan Wu,Han Li,Yue Hu,Bingshu Chen"
In Vivo Transcranial Measurement of Brain-Activated Sources With Acoustoelectric Brain Imaging.,"Minpeng Xu,Xinrui Chen,Dong Ming,Xizi Song,Gangnan Han,Jiande Guo"
Self-Coding Phase Shift for Absolute Phase Retrieval in Fringe Projection Profilometry.,"Yuhang Chen,Binglu Zhao,Peng Liu,Ming Li,Kaidi Zhang"
Facial Expression Recognition in-the-Wild Using Blended Feature Attention Network.,"Karnati Mohan,Joanna Jaworek-Korjakowska,Ondrej Krejcar,Ayan Seal"
Measurement and Prediction of Micronewton Class Thrust of Electric Propulsion Based on the Torsional Pendulum and Machine Learning Technique.,"Weizong Wang,Jiaqi Yan,Chencong Fu,Haibo Wang,Wei Liu"
Resilient Decentralized Cooperative Localization for Multisource Multirobot System.,"Baowang Lian,Dongjia Wang,Yangyang Liu,Huaiyuan Qi,Houbing Song"
A Nonlinearity-Sensitive Approach for Early Damage Detection Using NOFRFs and the Hybrid-LSTM Model.,"Shangyu Zhao,Guanzhen Zhang,Miaomiao Lin,Changming Cheng,Guang Meng,Zhike Peng"
Measurement of Plate Thickness Based on the Optimal Unidirectional Generation of Ultrasonic Waves Using Dual Electromagnetic Acoustic Transducer.,"Alan Conci Kubrusly,Steve Dixon,Lei Kang"
Research on the Magnetomechanical Coupling Effect of Ferromagnetic Cavity Based on Improved Jiles-Atherton Theory.,"Li Ren,Zuoshuai Wang,Xianhao Li,Meng Chen,Haipeng Zhang,Wentie Yang,Ying Xu,Jing Shi,Jiajie Long"
Interpatient Heartbeat Classification Using Modified Residual Attention Network With Two-Phase Training and Assistant Decision.,"Cuiwei Yang,Ya'nan Wang,Guohui Zhou"
Grasping-Force-Based Passive Safety Method for a Vascular Interventional Surgery Robot System.,"Chuqiao Lyu,Pengfei Yang,Yongxin Zhang,Zhijun Lin,Yongwei Zhang,Duohao Zhao,Shuxiang Guo,Jianmin Liu,Yonggan Yan"
Compressed Channel-Based Edge Computing for Online Motor Fault Diagnosis With Privacy Protection.,"Siliang Lu,Xiaoxian Wang,Jingfeng Lu,Feng Xie,Juncai Song,Kang An"
Miniature FBG Vibration Sensor With High Performance and Low Angle Dependence for Two-Dimensional Vibration Measurement.,"Yi Liu,Enzhong Song,Han Song,Qidong Wang,Boyi Wang,Zhen Wang"
A Potential Vision-Based Measurements Technology: Information Flow Fusion Detection Method Using RGB-Thermal Infrared Images.,"Han Wang,Yunhui Yan,Liming Huang,Yanqi Bao,Kechen Song"
Understanding Physiological and Behavioral Characteristics Separately for High-Performance Video-Based Hand Gesture Authentication.,"Wenwei Song,Yufeng Zhang,Wenxiong Kang"
A Bayesian Framework of Non-Synchronous Measurements at Coprime Positions for Sound Source Localization With High Resolution.,"Zhunyuan Shao,Ning Chu,Peng Wu,Qin Liu,Huixian Qin,Liang Yu"
Spatiotemporal Generative Adversarial Imputation Networks: An Approach to Address Missing Data for Wind Turbines.,"Xuguang Hu,Zhaokang Zhan,Siqi Zhang,Dazhong Ma"
A Lightweight Network for Defect Detection in Nickel-Plated Punched Steel Strip Images.,"Jianqi Li,Rui Du,Yincong Liang,Jiang Zhu,Bingquan Chen,Xiru Wu"
Steel Surface Defect Detection via Deformable Convolution and Background Suppression.,"Yiyang Liu,Zhuo Lu,Chunhe Song,Fei Li,Jiaxin Chen"
FHENet: Lightweight Feature Hierarchical Exploration Network for Real-Time Rail Surface Defect Inspection in RGB-D Images.,"Jiankang Hong,Wujie Zhou"
Inspection of Defects Depth for Stainless-Steel Sheets Using Four-Coil Excitation Sensor and Deep Learning.,"Saibo She,Wuliang Yin,Kuohai Yu,Tian Meng,Xinnan Zheng"
Joint Threshold Learning Convolutional Networks for Intelligent Fault Diagnosis Under Nonstationary Conditions.,"Xin Sheng,Xiaoan Yan,Qing Ni,Yadong Xu,Beibei Sun,Sheng Li,Jinde Zheng,Ke Feng,Ke Zhang,Yulin Wang"
A Multiperiodicity-Induced Sparse-Fidelity Representation Model for Compound Fault Diagnosis of Wind Turbine Gearbox.,"Deyi Fu,Ting Xu,Bo Zhang,Lice Gong,Tao Jin,Wei Teng,Dikang Peng"
Microarmature Solder Surface Detection: An Adaptive Central Region Sample Selection Anchor Free Framework.,"Jie Wang,Qiang Miao,Xia Fang,Mei Wang,Wei Zhang,Dingcheng Zhang,Chengjun Wu"
A Method for Measuring the Inclination of Forgings Based on an Improved Optimization Algorithm for Fitting Ellipses.,"Zheng Lu,Yungang Zhang,Hongbin Lin,Bin Liu,Kaiyue Zhang"
Focal Contrastive Learning for Palm Vein Authentication.,"Dacan Luo,Di Xie,Wenxiong Kang,Yuer Ma,Shifeng Zhang,Haizhen Huang"
Enhancement of Array Optimization Algorithm via Information Theory for a Novel Multisensor Detection System.,"Peng Xu,Junhui Qian,Ziyu Liu,Mengchen Lu,Yuanyuan Lu"
A Vision-Based Displacement Measurement System for Foundation Pit.,"Yi Liu,Yufei Feng,Jiaqi Wang,Yujie Zhang,Chao Mi,Zhiwei Zhang"
Combination Balance Correction of Grinding Disk Based on Improved Quantum Genetic Algorithm.,"Zhi Gao,De Wang,Bangcheng Zhang,Siyang Gao,Siyu Chen,Xiyu Zhang"
A Deep Learning Parking Detection Algorithm Using W-Shape Magnetic Wireless Sensor Networks.,"Chang Wu,Ying Zhang,Peng Wu,Yuan You,Yifei Yuan"
Optimal Design of Self-Shielded Biplanar Coil Assembly With Miniaturized Structure.,"Shuo Tang,Xu Zhang,Bo Li,Jixi Lu,Shuying Wang,Bowen Sun,Kun Wang"
Broadband Impedance Matching and Residual Vibration Attenuation for Underwater Acoustic Tonpilz Transducers Based on Adaptive Gauss-Newton Algorithm.,"Xin Fu,Yang Gou,Fuqiang Wei"
Brain-Inspired Spike Echo State Network Dynamics for Aero-Engine Intelligent Fault Prediction.,"Mo-Ran Liu,Xi-Ming Sun,Tao Sun"
Few-Shot Steel Surface Defect Recognition via Self-Supervised Teacher-Student Model With Min-Max Instances Similarity.,"Jiacong Chen,Tianlei Wang,Vincenzo Piuri,Zeliang Li,Ying Xu,Angelo Genovese,Fabio Scotti"
A Cross-Lesion Attention Network for Accurate Diabetic Retinopathy Grading With Fundus Images.,"Xiang Liu,Wei Chi"
Uncertainty-Aware LSTM Based Dynamic Flight Fault Detection for UAV Actuator.,"Datong Liu,Kai Guo,Xiyuan Peng,Na Wang"
Robust and Remote Photoplethysmography Based on Smartphone Imaging of the Human Palm.,"Wen Jung Li,Guanglie Zhang,Xiaodong Yu,Yuliang Zhao,Hui Sun,Chao Lian,Yiming Yang"
A Low-Cost FPGA-Based Coarse-Fine Counting Time-to-Digital Converter With External High-Precision Reference Clock.,"Xin Yu,Haojie Xia,Weishi Li,Songtao Chang"
An Approach to Measure the Temperature Distribution of Hot-Rolled Wire Loops in the Stelmor-Controlled Cooling Line.,"Jiu Zhang,Yingnan Li,Hong Liu,Guohui Mei,Shumao Zhao"
An End-to-End Multisource Information Fusion Framework for f-CaO Content Soft Sensing in Cement Clinker Burning Process.,"Huanyu Liao,Jiayun Mao,Hang Xiao,Siwei Lou,Yuchen Zhao,Yaoyao Bao,Chunjie Yang"
Enhancing the Lift-Off Performance of EMATs by Applying an Fe,"Xu Zhang,Guofu Zhai,Runjie Yang,Bao Liang,Steve Dixon,Zhichao Li"
Deep Transferable Intelligence for Spatial Variability Characterization and Data-Efficient Learning in Biomechanical Measurement.,"Qingxue Zhang,Kiirthanaa Gangadharan"
A Passive Sensing-Wireless Transmitting Methodology for DC Currents.,"Dong F. Wang,Bing Chen,Yifan Fang"
Low Cut-Off Frequency Extension and Amplitude Decoupling Analysis in Non-Contact Transient Measurement.,"Wei-Qi Qin,Yuntian Guo,Lei Wang,Guo-Ming Ma,Hao Liu,Wei Wang,Shicong Zhai"
Improved Energy Spectrum via Spectral Correntropy-Based Coherence-Gram for Bearing Fault Diagnosis.,"Wei Teng,Yibing Liu,Dikang Peng"
Initial Positioning of Terrain Relative Navigation Under Pseudo-Peaks Interference.,"Rupeng Wang,Yunsai Chen,Ye Li,Teng Ma"
Experimental and Simulated Study of the Relationship Between Color Camera Imaging and Color-Modeled Equivalence Ratio Measurement.,"Hao Yang,Yufeng Lai,Matthew Davies,Xuanqi Liu,Yang Zhang,Jiansheng Yang,Jon Raffe Willmott"
Influence of Motion Artifacts on the Performance of Optically Pumped Magnetometers and Accuracy of Magnetoencephalography Source Localization.,"Lin Li,Ziyuan Huang,Bangcheng Han,Zhongya Ding"
Autonomous Multiframe Point Cloud Fusion Method for mmWave Radar.,"Yifan Shi,Wei Yin,Yun-Feng Lv,Ling-Feng Shi"
Design of a Compact RF Front-End Transceiver Module for 5G New-Radio Applications.,"Yi-Fan Tsao,Heng-Tung Hsu,Arpan Desai,Yuan Wang"
PCCN: Progressive Context Comprehension Network for Oil Stains Detection of High-Speed Trains.,"Zhidan Ran,Wei Liu,Xiaobo Lu,Yun Wei"
Error Analysis and Correction of Radiation Pyrometer in Measuring Surface Temperature of Turbine Blades With the Influence of Reflection.,"Ming Ding,Chang Sun,Botao Wang,Jie Ji"
MSFFA-YOLO Network: Multiclass Object Detection for Traffic Investigations in Foggy Weather.,"Xiaojian Hu,Qiang Zhang"
Multisource-Domain Adaptation-Based Damage Detection Method for Air-Conditioning Condenser Using Laser Ultrasonic Guided Wave.,"Bin Zhang,Liuwei Huang,Guochen Xu,Xiaobin Hong"
Data Augmentation Fault Diagnosis Method Based on Residual Mixed Self-Attention for Rolling Bearings Under Imbalanced Samples.,"Chaojie Li,Jiuyuan Huo,Chenbo Qi,Na Wang"
Analysis of Baseline Impact on Differential Doppler Positioning and Performance Improvement Method for LEO Opportunistic Navigation.,"Honglei Qin,Ning Wu,Chao Zhao,Danyao Wang"
Estimation of Defect Size and Cross-Sectional Profile for the Oil and Gas Pipeline Using Visual Deep Transfer Learning Neural Network.,"Min Zhang,Qiuju Xie,Jinzhong Chen,Yanbao Guo,Deguo Wang,Yuansheng Zhang"
Operating Performance Assessment Based on Semi-Supervised Cluster Generative Adversarial Networks for Gold Flotation Process.,"Shu Wang,Fuli Wang,Kaiqing Bu,Kang Li,Di Lu,Lin Zhang"
Dual Entropy-Controlled Convolutional Neural Network for Mini/Micro LED Defect Recognition.,"Dong Liang,Kailin Wen,Yuxiang Wang,Jie Chu,Yu Chen,Jueping Cai"
Dependency Matrix-Based Fast Fault Diagnosis Using Search Algorithm.,"Hao Li,Fei Guan,Guanjun Liu,Lian-Feng Li,Wei-Wei Cui,Dongpao Hong"
Noncontact Detection Method for Food Texture Assessment Based on Air Puff Combined With Structured Light Imaging.,"Dejian Dai,Hui Luo,Wei Lu,Aiguo Song,Qingying Hu,Yingming Deng"
Feature Ensemble Learning for Sensor Array Data Classification Under Low-Concentration Gas.,"Junhui Qian,Leilei Zhao,Zhiyuan Wu,Fengchun Tian,Hantao Li"
Enhanced Bio-Impedance Demodulation Method Under Non-Integer Period Sampling Conditions.,"Jiangyan Sang,Haowen Zhong,Zhaosheng Teng,Tianyi Deng,Qiu Tang"
Online Calibration Method for Pitch-Independent Laser Doppler Velocimeter Based on Improved Integrated Navigation Model.,"Jian Zhou,Zhiyi Xiang,Qi Wang,Xiaoming Nie,Rong Huang,Shilong Jin"
A Weighted Convex Optimized Phase Retrieval Method for Short-Time Fourier Transform Measurement With Outliers.,"Ning Fu,Xiaodong Li,Liyan Qiao,Pinjun Zheng"
