Title,Authors
Unprecedent green macroalgae bloom: mechanism and implication to disaster prediction and prevention.,"Yuzhu Xu,Ning Wang,Bing Mu,Lan Wei,Yanlong Chen,Wenjing Zhao,Xinliang Pan,Xuyan Li,Song Qing,Yanfang Xiao,Xingai Song,Rongjie Liu,Runa A,Tingwei Cui,Yan Li,Mengmeng Cao,Jie Zhang,Yuhai Bao"
Optimizing satellite ground station facilities scheduling for RSGS: a novel model and algorithm.,"Wei Li,Miaomiao Tian,Peng Huang,Bo Cheng,Guang-bin Ma"
Histogram cube: towards lightweight interactive spatiotemporal aggregation of big earth observation data.,"Zhou Jiang,Jiyuan Li,Miao Zhang,Weihang Jin,Lingkui Meng"
Spatiotemporal dynamics of population density in China using nighttime light and geographic weighted regression method.,"Deqin Fan,Xuesheng Zhao,Wenbin Sun,Wei Hou,Wei Guo,Jinke Liu,Yunxuan Zhao,Yongxing Li"
Downscaling inversion of GRACE-derived groundwater storage changes based on ensemble learning.,"Ruili Wang,Peng Zhou,Pengao Li,Ping Zhang,Haiyang Yu"
GeoGlue: feature matching with self-supervised geometric priors for high-resolution UAV images.,"Weijia Bei,Dongmei Yan,Xiaoping Du,Xiangtao Fan,Hongdeng Jian"
Correction of global digital elevation models in forested areas using an artificial neural network-based method with the consideration of spatial autocorrelation.,"Linye Li,Yan Liu,Chuanfa Chen,Yanyan Li"
"A hyperspectral detection model for permeability coefficient of debris flow fine-grained sediments, Southwestern China.","Qinjun Wang,Wentao Xu,Jingyi Yang,Jingjing Xie,Dingkun Chang,Peng Liu"
Evaluation of machine learning methods and multi-source remote sensing data combinations to construct forest above-ground biomass models.,"Jing Li,Xingguang Yan,Jiahao Shao,Tianyue Ma,Andrew R. Smith,Di Yang,Yiting Su"
Ship detection and identification in SDGSAT-1 glimmer images based on the glimmer YOLO model.,"Dongmei Yan,Xiaowei Wang,Wensheng Song,Wanrong Wu,Changmiao Hu,Jun Yan"
Understanding spatially nonstationary effects of natural and human-induced factors on land subsidence based on multi-temporal InSAR and multi-source geospatial data: a case study in the Guangdong-Hong Kong-Macao Greater Bay Area.,"Peifeng Ma,Zherong Wu,Mei-Po Kwan,Jiannan Cai,Xinyang Zhang,Hui Lin"
Kinematic inventory of rock glaciers in the Nyainq,"Xiang Zhang,Xuefei Zhang,Dezhao Yan,Tao Li,Jing Wang,Jinhao Xu,Min Feng,Xiaoqing Zhou"
Ocean surface currents estimated from satellite remote sensing data based on a global hexagonal grid.,"Wenbo Wang,Guonian L,Liangchen Zhou,Senyuan Zheng,Huijun Zhou"
Integrating topographic features and patch matching into point cloud restoration for terrain modelling.,"Guoan Tang,Fei Zhao,Lei Zhou,Guanghui Hu,Jun Chen,Liyang Xiong,Hong Wei"
A new framework for GEOBIA: accurate individual plant extraction and detection using high-resolution RGB data from UAVs.,"Xiaoyu Su,Kaile Yang,Zhangxi Ye,Houxi Zhang,Chenhui Yu,Huan Liu,Riwen Lai"
The decrease of salinity in lakes on the Tibetan Plateau between 2000 and 2019 based on remote sensing model inversions.,"Qiangqiang Kou,Qingfeng Ma,Jianting Ju,Junbo Wang,Liping Zhu,Chong Liu"
Dynamic evolution of spring sand and dust storms and cross-border response in Mongolian plateau from 2000 to 2021.,"Sonomdagva Chonokhuu,Juanle Wang,Chuluun Togtokh,Altansukh Ochir,Yu Zhang"
The co-effect of image resolution and crown size on deep learning for individual tree detection and delineation.,"Elena A. Mikhailova,Lili Lin,Jian Liu,Kunyong Yu,Huirong Fang,Zhenbang Hao,Christopher J. Post"
Spatial-temporal variation and attribution of salinization in the Yellow River Basin from 2015 to 2020.,"Juanle Wang,Baomin Han,Hong Mengmeng"
Analysis of the future trends of typical mountain glacier movements along the Sichuan-Tibet Railway based on ConvGRU network.,"Qiang Sun,Wang Yang,Lifeng Zhang,Yali Zhang,Yi He,Shengpeng Cao,Sheng Yao"
From unstructured texts to semantic story maps.,"Gianpaolo Coro,Nicol,Pasquale Pagano,Emanuele Lenzi,Valentina Bartalesi"
Mapping thermokarst lakes in different physical states on the central Tibetan plateau.,"Yuanyuan Qin,Jicang Wu,Ping Lu"
A landslide extraction method of channel attention mechanism U-Net network based on Sentinel-2A remote sensing images.,"Lifeng Zhang,Yi He,Binghai Gao,Hesheng Chen,Wang Yang,Yumin Fang,Yaoxiang Liu,Sheng Yao"
"Long-term, high-resolution GPP mapping in Qinghai using multi-source data and google earth engine.","Dongjie Hou,Fangwen Yang,Dongliang Li,Hui Wang,Yuli Shi,Pengfei He"
Processes and events in the center: a taxi trajectory-based approach to detecting traffic congestion and analyzing its causes.,"Yehua Sheng,Yue Yin,Yufeng He,Hui Lin,Barbara Hofer"
Optimizing segmented trajectory data storage with HBase for improved spatio-temporal query efficiency.,"Han Wang,Xuri Gong,Ganmin Yin,Yuyang Zhang,Zhou Huang,Yi Bao"
A comprehensive method for refining essential SDGs variables for land degradation monitoring based on the DPSIR framework.,"Deqin Fan,Xuesheng Zhao,Yue Qiu,Yijing Zhao"
A knowledge-based approach for estimating the distribution of urban mixed land use.,"Jing Li,Zekun Tao,Xiaohui Chen,Haiyan Liu,Jia Li"
Absolute radiometric calibration evaluation of the thermal infrared spectrometer onboard SDGSAT-1.,"Ning Wang,Anlun Xu,Changyong Dou,Lin Yan,Gensuo Jia,Zhuoyue Hu,Zhenzhen Cui,Yonghong Hu,Yongzheng Ren,Xiao-Ming Li,Fansheng Chen"
A new multi-source remote sensing image sample dataset with high resolution for flood area extraction: GF-FloodNet.,"Xingyan Guo,Lajiao Chen,Lingjun Zhao,Mengzhen Xu,Yuwei Zhang,Peng Liu"
Deep reinforcement learning and 3D physical environments applied to crowd evacuation in congested scenarios.,"Jiantao Liu,Wenhang Li,Guoyong Zhang,Dong Zhang,Haonan Ma,Lin Huang,Heng Liu,Jianhua Gong"
Developing a new red band-SEVI-blue band (RSB) enhancement method for recognition the extra-high-voltage transmission line corridor in green mountains.,"Yong Zhang,Yunzhi Chen,Xiaogan Zheng,Hui Yue,Jinglan Lin,Hong Jiang"
Drainage pattern recognition method considering local basin shape based on graph neural network.,"Wende Li,Wenning Wang,Yi He,Pengbo Li,Haowen Yan,Tao Liu,Fang Xu,Xiaomin Lu"
Semantic segmentation for plastic-covered greenhouses and plastic-mulched farmlands from VHR imagery.,"Shaotong Liu,Quanlong Feng,Jianyu Yang,Bowen Niu,Shuai Su,Sihang Zhang,Jiudong Wang,Zhi Yang,Jianhua Gong"
HiLPD-GEE: high spatial resolution land productivity dynamics calculation tool using Landsat and MODIS data.,"Tong Shen,Yuran Cui,Xiaoxia Jia,Jin Chen,Yang Chen,Qi Lu,Xiaosong Li"
Spatiotemporal analysis of the impact of urban landscape forms on PM,"Tong Li,Cicheng Zhang,Zelin Liu,Xiaolu Zhou,Changhui Peng,Jiayi Tang,Shoutao Zhu,Ziying Zou,Peng Li"
Voxel modeling and association of ubiquitous spatiotemporal information in natural language texts.,"Dali Wang,He Li,Yuekun Sun,Yi Lei,Congzhou Guo,Chunping Qiu,Xiaochong Tong,Chenguang Dai"
What Can You Draw?,"Fei Peng,Florian Frick"
Adaptive approximated inverse control for a class of multi-agent systems with unknown control directions.,"Mohan Zhu,Xiuyu Zhang,Guoqiang Zhu,Chenliang Wang"
Linear quadratic optimal regulation for multiplicative noise systems with special terminal penalty.,"Xiao Lu,Lianfeng Song,Yuxi Hu,Hongxia Wang"
Output tracking control design with anti-disturbance rejection for modified repetitive nonlinear control systems.,"Sargunan Priyanka,Rathinasamy Sakthivel,Shakir Saat,Hamid Reza Karimi"
Active disturbance rejection-based distributed containment control for stochastic nonlinear multiagent systems.,"Liang Cao,Yingnan Pan,Pengchao Zhang,Yang Liu"
Fault section location for distribution network based on linear integer programming.,"Haocheng Yu,Zhengtian Wu,Hamid Reza Karimi,Baoping Jiang"
Image-based prescribed performance visual servoing control of a QUAV with hysteresis quantised input.,"Changchun Hua,Jiannan Chen,Fuchun Sun"
Dynamic event-triggered adaptive fuzzy control for stochastic nontriangular nonlinear systems with unknown backlash-like hysteresis.,"Yuyan Zheng,Xu Zhang,Yangang Yao,Jieqing Tan"
An overview of recent advances in model-based event-triggered fault detection and estimation.,"Xiaoqiang Zhu,Maiying Zhong,Lu Zhang,Ting Xue"
A survey on hidden Markov jump systems: asynchronous control and filtering.,"Zheng-Guang Wu,Meiqin Liu,Shanling Dong"
An efficient robust model predictive control for nonlinear Markov jump systems with persistent disturbances using matrix partition.,"Xue Li,Dawei Dai,Yuchang Feng,Donglin Shi"
Simplified optimised prescribed performance control for high-order multiagent systems with privacy preservation.,"Hongjing Liang,Liang Cao,Hongru Ren,Min Wang"
SMWO/D: a decomposition-based switching multi-objective whale optimiser for structural optimisation of Turbine disk in aero-engines.,"Chengbo Lan,Haonan Liu,Nianyin Zeng,Peishu Wu,Cheng Yan,Han Li,Yiqi Yin"
Dynamic modelling of liquid crystal elastomer actuators based on a physics-phenomenon-combined approach.,"Jinhua She,Wenjun Ye,Jundong Wu,Yawu Wang,Chun-Yi Su"
Model-free finite-horizon optimal control of discrete-time two-player zero-sum games.,"Wei Wang,Jianhua Du,Xin Chen"
Finite-time mean-nonovershooting control for stochastic nonlinear systems.,"Shaocheng Tong,Lei Song"
Cooperative circumnavigation by multiple second-order agents with prescribed formations.,"Deren Kong,Chunyan Zhang"
Fully distributed adaptive finite-time consensus over uncertain network topology.,"Le Zhao,Yungang Liu,Fengzhong Li"
Distributed bipartite output containment control of heterogeneous multi-agent systems with directed signed graphs.,"Ting Chen,Xuxi Zhang,Xianping Liu"
Fault-tolerant iterative learning control for batch processes with time-varying state delays and uncertainties.,"Rui Xu,Yao Tang,Hua Chen,Xinyuan Long"
Moment observability and output feedback stabilisation for linear stochastic impulsive systems.,"Shixian Luo,Wu-Hua Chen,Xin Chen"
Unified stability criteria of asynchronous discrete-time impulsive switched delayed systems: bounded admissible edge-dependent average dwell time method.,"Lijun Gao,Zihan Liu,Mengjie Li,Tao Sun"
Complete stability assessment of LTI systems with multiple constant-coefficient distributed delays using the improved frequency sweeping framework.,"Jiazhi Cai,Qingbin Gao,Zhenyu Zhang,Zhili Long"
Dynamic output feedback control for interval type-2 fuzzy systems against DoS attacks and sensor failures.,"Hongjing Liang,Hong Xue,Qi Li,Yingnan Pan"
Adaptive event-triggered control with dynamic dwell time of uncertain nonlinear systems.,"Yungang Liu,Lei Chu"
Synchronisation and topology identification of stochastic delayed multi-group models with multi-dispersal and Markovian switching.,"Hui Yang,Chunmei Zhang,Ran Li,Yuli Feng"
Approximation and Convergence of Large Atomic Congestion Games.,"Marc Schr,Marco Scarsini,Nicol,Roberto Cominetti"
Exact Optimal Stopping for Multidimensional Linear Switching Diffusions.,"Philip A. Ernst,Hongwei Mei"
Dynamic Optimal Reinsurance and Dividend Payout in Finite Time Horizon.,"Zuo Quan Xu,Chonghu Guan,Rui Zhou"
Stochastic Approximation Proximal Method of Multipliers for Convex Stochastic Programming.,"Xiantao Xiao,Liwei Zhang,Jia Wu,Yule Zhang"
AI in Current and Future Agriculture: An Introductory Overview.,"Henning M,Juan Carlos Sabor,Benjamin Kisliuk,Hendrik Meemken,Joachim Hertzberg,Jan Christoph Krause"
AI in Current and Future Agriculture.,"Joachim Hertzberg,Jan Christoph Krause,Benjamin Kisliuk"
Interview: Cyrill Stachniss' View on AI in Agriculture.,"Cyrill Stachniss,Joachim Hertzberg,Jan Christoph Krause,Benjamin Kisliuk"
Symplectic Geometry Transformation-Based Periodic Segment Method: Algorithm and Applications.,"Jian Cheng,Haiyang Pan,Ying Zhang,Jinde Zheng"
A Test Point Selection Method Based on Fault Response Matrices Framework.,"Yuheng Lin,Hongxi He,Jing Hu,Zhi Li,Guoning Zhang,Zhongqiu Xu"
Parameter Extraction for the Degradation of On-Board Arrester in High-Speed Railway Under Effects of Multiple Strokes.,"Zhicong Lin,Lin Huang,Renwei Wei,Lijun Zhou,Dongyang Wang,Jiekang Wu,Yutang Ma"
AR-DIC: A Novel Automatic Optical Strategy for Displacement Measurement of the Curved-in-Place Pipe Under Dynamic Fracturing.,"Xin He,Shuang Mei,Guojun Wen,Xingyue Liu,Wangde Qiu"
Hyperspectral Image Classification Using a Superpixel-Pixel-Subpixel Multilevel Network.,"Bing Tu,Wei He,Qianming Li,Wangquan He,Qi Ren"
Regional Contextual Information Modeling for Small Object Detection on Highways.,"Cong Bai,Minming Yu,Zhaomin Chen,Sixian Chan,Jiafa Mao"
Precise Measurement of Magnetic Shielding Residual Field and Light Shift Based on,"Binbin Zhao,Lin Li,Junjian Tang,Ying Liu,Yueyang Zhai"
Sea Ice Type and Thickness Identification Based on Vibration Sensor Networks and Machine Learning.,"Zhikun Zhan,Zhiwei Sun,Weishi Li,Yuliang Zhao,Peng Shan,Kaixuan Tian,Lianjiang Li"
Doppler Positioning of LEO Satellites Based on Orbit Error Compensation and Weighting.,"Honglei Qin,Zhigang Huang,Danyao Wang"
Asymmetric Cylindrical Coils Design for Uniform Magnetic Field.,"Jiansheng Qin,Jinji Sun,Fengwen Zhao,Qian Jiang,Weiyong Zhou,Bangcheng Han,Xueping Xu"
P,"Wenxian Yu,Trieu-Kien Truong,Xingxing Zuo,Yan Xiang,Tao Li,Ling Pei"
6-D Object Pose Estimation Using Multiscale Point Cloud Transformer.,"Chengju Liu,Yi Yan,Guangliang Zhou,Deming Wang,Qijun Chen"
A Siamese Network-Based Method for Automatic Stitching of Artifact Fragments.,"Li Yang,Quanjiang Liang,Wensong Jiang,Chengkang Hong,Zai Luo"
A Multiscale Aligned Video Super-Resolution Network for Improving Vibration Signal Measurement Accuracy.,"Qingjian Wang,Mingfang Chen,Yang Zhu,Sen Wang"
FFKD-CGhostNet: A Novel Lightweight Network for Fault Diagnosis in Edge Computing Scenarios.,"Qingqing Huang,Xiaolong Zhang,Jiahui Sheng,Yan Zhang,Yan Han,Haofei Xie"
High-Performance Digital Lock-In Amplifier Module Based on an Open-Source Red Pitaya Platform: Implementation and Applications.,"Wei Wang,Wei Cai,Xinlong Shi,Zean Wang"
Target Trajectory Estimation Algorithm Based on Time-Frequency Enhancement.,"Bo Jin,Yiqun Peng,Jiawei Zhang,Yipeng Ding,Yuxin Chen"
Temporal-Spatial Dynamic Convolutional Neural Network for Human Activity Recognition Using Wearable Sensors.,"Junsheng Wu,Wei Dong,Aiqing Fang,Weigang Li,Ying Li"
DIMAR: A Contactless Material Identification Algorithm for Complex Permittivity of Dielectrics via Moving RFID System.,"Chenglong Tian,Wanru Ning,Yanxi Fu,Yongtao Ma,Bobo Wang,Xiuyan Liang"
PaCNN-LSTM: A Localization Scheme Based on Improved Contrastive Learning and Parallel Fusion Neural Network.,"Qiaolin Pu,Jinyu Zhang,Youkun Chen,Joseph Kee-Yin Ng,Mu Zhou"
Sparse Feature Points Extraction-Based Localization With Partial Information Loss in UWSNs.,"Senlin Zhang,Jian Lan,Ronghao Zheng,Yan Li,Meiqin Liu,Shanling Dong"
Portable Unilateral NMR Measuring System for Burn Depth Assessment.,"Zhonghua He,Jing Li,Mingsheng Chen"
SEA-Based Humanoid Finger-Functional Parallel Gripper With Two Actuators: PG2 Gripper.,"Chuqiao Lyu,Zhijun Lin,Duohao Zhao,Shuxiang Guo,Yonggan Yan"
Facing Completely Occluded Short-Term Tracking Based on Correlation Filters.,"Jue Wang,Weichao Sun,Huihui Pan,Yuanming Zhang"
Parallel Generative Adversarial Imputation Network for Multivariate Missing Time-Series Reconstruction and Its Application to Aeroengines.,"Tao Sun,Zeng-Song Xu,Song Ma"
Microphone Channel Frequency Response Calibration Using Circular Shifting and Spatio-Temporal Prediction.,"Zhiyong Xu,Ziyi Wang,Zhao Zhao"
Dense Normal Based Degeneration-Aware 2-D Lidar Odometry for Correlative Scan Matching.,"Wenbo Shi,Qijun Chen,Chengju Liu,Chenpeng Yao,Shu Li,Qingqing Yan"
Cross Position Aggregation Network for Few-Shot Strip Steel Surface Defect Segmentation.,"Yunhui Yan,Wenqi Cui,Hu Feng,Kechen Song,Yiming Zhang"
High-Resolution Photonic Temperature Measurement System Based on Frequency Locking of Microring Resonator.,"Jin Wang,Jifeng Qu,Kunli Zhou,Qina Han,Chunhua Dong,Cheng Zhang,Jianxin Gao,Shuai Wan,Yijie Pan,Yang Shen"
A Systemic Study on the Performance of Different Quantitative Ultrasound Imaging Techniques for Microwave Ablation Monitoring of Liver.,"Ting Shen,Xiaopeng Li,Hua Wang,Bo Zhang,Xin Jia,Siyuan Zhang,Pengyu Ren,Guang Yang,Yunjie Ding,Xiejing Li"
Sideband Harmonics Identification and Application for Slip Estimation of Induction Motors Based on a Self-Adaptive Wiener Filter.,"Jian Yu,Hao Tian,Lin Cheng,Xiaowei Duan,Yongsheng Fu"
Multi-Instance Learning Using Transformer for Obscured Weak Label Problem in PPG-Based Blood Pressure Estimation.,"Qihan Hu,Cuiwei Yang,Daomiao Wang"
An Online Human Dynamic Arm Strength Perception Method Based on Surface Electromyography Signals for Human-Robot Collaboration.,"Tie Zhang,Hubo Chu,Yanbiao Zou"
Constant Modulus MIMO Radar Waveform Design via Iterative Optimization Network Method.,"Kai Zhong,Jinfeng Hu,Cunhua Pan"
An Improved SSD-Like Deep Network-Based Object Detection Method for Indoor Scenes.,"Yan Chen,Jianjun Ni,Simon X. Yang,Kang Shen"
HoloParser: Holistic Visual Parsing for Real-Time Semantic Segmentation in Autonomous Driving.,"Wenbo Shi,Qijun Chen,Liuyi Wang,Chengju Liu,Shu Li,Qingqing Yan"
An Efficient Estimation Method for the Model Order of FRI Signal Based on Sub-Nyquist Sampling.,"Ning Fu,Liyan Qiao,Shuangxing Yun"
Vision Transformer With Enhanced Self-Attention for Few-Shot Ship Target Recognition in Complex Environments.,"Ningze Yuan,Yang Tian,Fei Yuan,Hao Meng,Yue Ling"
A Predictive Maintenance Strategy Using Deep Learning Quantile Regression and Kernel Density Estimation for Failure Prediction.,"Lihang Feng,Mouquan Shen,Guanye Tao,Jiantao Shi,Chuang Chen"
Noncontact Blood Pressure Estimation Using BP-Related Cardiovascular Knowledge: An Uncalibrated Method Based on Consumer-Level Camera.,"Longwei Li,Xuezhi Yang,Rencheng Song,Xuesong Han,Jie Zhang,Shuai Fang"
Energy Self-Sufficient Rail Corrugation Identification by a Multistable Piezo-Electro-Magnet Coupled Energy Transducer.,"Yuan Wang,Fei Wu,Ping Wang,Man Hu,Mingyuan Gao,Yuhua Sun,Shuaishuai Hu,Boyang An,Qiang Yi,Song Tian"
Satellite Power System State Prediction Based on Online Learning With Parameter Association Rules.,"Jingyue Pang,Yuchen Song,Li Yang,Shouqiang Kang,Ruzhi Zhou"
Automatic Sensor Array Calibration and Coregistration for On-Scalp MEG.,"Maotong Pang,Ziyuan Huang,Bangcheng Han,Zhongya Ding"
Zero-Drift Error Compensation Method for Electronic Balance Based on Incremental Broad Learning Network.,"Yihan Mao,Haijun Lin,Lucai Wang,Gang Long"
A Practical Hybrid Height Estimation Algorithm Based on FM-Aided Motion Mode Recognition.,"Li Cong,Jingnan Tian,Honglei Qin"
Small Signal Magnetic Compensation Method for UAV-Borne Vector Magnetometer System.,"Yaxin Mu,Yao Xiao,Luzhao Chen"
Nuclear Magnetic Resonance Measurements in High Flat-Top Pulsed Magnetic Field Up to 40 T at WHMFC.,"Jian Zhang,Le Yuan,Shiyu Liu,Xiaotao Han,Wenqi Wei,Qinying Liu,Yongkang Luo,Rui Zhou"
Human Dynamic Potentiometer Design and Its Application in an Electrostatic Protected Area.,"Blaise Ravelo,Jingjie Zhou,Minfeng Xia,Fayu Wan,Ao Liu,Bin Liu"
Enhanced Dynamic Dual-Latent Variable Model for Multirate Process Monitoring and Its Industrial Application.,"Yuchen He,Ze Ying,Jie Wang,Yun Wang"
A Novel Weak Feature Extraction Method for Rotating Machinery: Link Dispersion Entropy.,"Li Ding,Yongbo Li,Shun Wang,Jinchen Ji,Ke Feng,Khandaker Noman"
Double-Wire-Based Single Distributed Optical Fiber Strain Sensing Method in High-Temperature Environment.,"Bin Chen,Min Zhang,Jin Li,Zhao Wang,Dezhi Zhang,Guokai Shi,Jun Yang"
Hybrid Semi-Supervised Learning for Rotating Machinery Fault Diagnosis Based on Grouped Pseudo Labeling and Consistency Regularization.,"Shangyu Zhao,Baoxuan Zhao,Changming Cheng,Zhike Peng"
Collaborative Optimization Framework for the Industrial Thickening-Dewatering Process Based on Mixed Integer Linear Programming.,"Hengxin Pan,Runda Jia,Dakuo He,Shulei Zhang,Kang Li"
Surface Defect Detection of Aeroengine Blades Based on Cross-Layer Semantic Guidance.,"Xiangkun Sun,Yunhui Yan,Kechen Song,Shuai Ma"
A Vertical Channel-Enhanced Fusion Method Based on RINS and Barometric Altimeter for UAVs in GNSS Denial Environments.,"Lei Wang,Fei Qi,Xiaoxi Zhao,Xinyao Zhu,Yue Meng"
A Resolution-Tunable Low Power Time-to-Digital Converter With an Improved ADDLL Based on a Cyclic Pulse Ring Oscillator.,"Hao Chen,Wengang Huang,Xin Lei,Jun Deng,Ming-Chun Tang,Pengfei Liao,Fang Tang"
A Microvision-Based Motion Measurement System for Nanopositioners Using the Feature-to-Phase Method.,"Sergej Fatikow,Benliang Zhu,Hai Li,Sheng Yao,Xianmin Zhang,Longhuan Yu"
CFFsBD: A Candidate Fault Frequencies-Based Blind Deconvolution for Rolling Element Bearings Fault Feature Enhancement.,"Zhiwei Wang,Ning Zhou,Yao Cheng,Weihua Zhang,Bingyan Chen"
In Situ Damage Monitoring of CFRPs by Electromagnetic Tomography With the Compatible Multitemplate Supervised Descent Method.,"Wuliang Yin,Junyu Wang,Ronghua Zhang,Danqi Zhang,Qiong Zhang,Hongying Fang,Junhua Cheng"
An Unsupervised Condition Monitoring Method for Rolling Bearings Based on Compound Feature Selection and Multistep-Aware BiGRU-VAE.,"Xinyu Li,Changming Cheng,Guanzhen Zhang,Zhike Peng"
An Adaptive Condition Monitoring Method of Wind Turbines Based on Multivariate State Estimation Technique and Continual Learning.,"Xiaohang Jin,Ziqi Wang,Zhengguo Xu"
"Decoupling Permeability, Conductivity, Thickness, Lift-Off for Eddy Current Testing Using Machine Learning.","Yuedong Xie,Jieshu Jia,Kuanyao Liu,Ruochen Huang,Wuliang Yin,Zhenyu Bao,Xing Yu,Pu Huang"
Sinc-Based Multiplication-Convolution Network for Small-Sample Fault Diagnosis and Edge Application.,"Yimin Shao,Xiaoxi Ding,Shenglan Liu,Rui Liu,Qihang Wu"
Investigation on the Effects of Microvibration on the Atomic Comagnetometer.,"Chang Liu,Kai Wei,Chencheng Tang,Xinda Song,Yueyang Zhai,Di Gong,Zitong Xu,Yichao Tian"
Development of an FBG-Based Wearable Sensor for Simultaneous Respiration and Heartbeat Measurement.,"Yuhong Liu,Chaoyang Shi,Zhongxin Tang,Han Zhang"
Mixed-Pose Positioning in Smartphone-Based Pedestrian Dead Reckoning Using Hierarchical Clustering.,"Li Cong,Jingnan Tian,Honglei Qin"
Multiwaveform Current Transmitter for Induced Polarization Effects Surveying Based on the SQUID-TEM System.,"Xuejiao Zhao,Quanming Gao,Yuan Wang,Shilin Qiu,Yanju Ji,Shipeng Wang"
"Fine-Grained Sports, Yoga, and Dance Postures Recognition: A Benchmark Analysis.","Asish Bera,Ondrej Krejcar,Mita Nasipuri,Debotosh Bhattacharjee"
Design of Biplanar Excitation Magnetic Field Coils With Small-Size and Large Uniform Area in Near-Zero Magnetic Cell Incubator.,"Shiqiang Zheng,Xu Zhang,Jianzhi Yang,Lu Zhang,Shuai Dou,Xiuqi Zhao"
Study on the Performance of In-Line Closed-Loop Polarization Maintaining Fiber Temperature Sensor.,"Min Yan,Xi Luo,Yichen Wen,Zhan Gan,Jiarui Chang,Hong Cao,Xiaohan Sun,Jun Zhao"
Video-Based Vibration Measurement Using an Unmanned Aerial Vehicle: An Anti-Disturbance Algorithm for the Shaking of Airborne Cameras.,"Pingan Yang,Jing Chen,Zongdi Zang,Gang Zhang,Xuezhi Yang"
Fault Signal Simulation and Service Condition Monitoring of Cracked Gear System.,"Zhongding Fan,Yongbin Liu,Yawei Hu,Ziqin Kang,Zheng Cao,Xianzeng Liu"
Sub-Nyquist Sampling and Measurement of MPSK Signal Based on Parameter Matching.,"Shuangxing Yun,Ning Fu,Liyan Qiao"
A Novel Ultrasound Robot With Force/Torque Measurement and Control for Safe and Efficient Scanning.,"Xianqiang Bao,Lingling Zheng,Shuangyi Wang,Richard James Housden,Kawal S. Rhode,Joseph V. Hajnal"
Robust Parameter Measurement of PSK Signals Based on FRI Sampling and Structured Sparsity.,"Ning Fu,Liyan Qiao,Siyi Jiang,Zhiliang Wei"
"Measuring Motor Unit Discharge, Myofiber Vibration, and Haemodynamics for Enhanced Myoelectric Gesture Recognition.","Xiangyang Zhu,Xinjun Sheng,Weichao Guo,Yun Fang"
A Cost-Effective Instrument of Distributed Functional Near-Infrared Spectroscopy for Hyperscanning Real-World Interactions.,"Yuke Wang,Tieni Li,Zhiyong Li,Pengrui Zhang,Feng Gao,Dongyuan Liu,Yao Zhang,Limin Zhang,Yujie Zheng"
A Novel Method for the Real-Time Pose Deduction of the AFC Based on Digital Twins and Spatiotemporal Characteristics.,"Xilong Wang,Yirong Wang,Jiacheng Xie,Zewen Yan,Suhua Li,Xuewen Wang"
Semi-Supervised Bolt Anomaly Detection Based on Local Feature Reconstruction.,"Chuangwei Liu,Chengju Liu,Yi Yan,Yun Peng,Deming Wang,Qijun Chen,Nachuan Ma"
Distributed Discharge Detection Based on Improved COTDR Method With Dual Frequency Pulses.,"Wei-Qi Qin,Tengjun Guo,Jing Hu,Rongbin Shi,Guo-Ming Ma,Sihan Wang"
High-Precision Monocular Vision Guided Robotic Assembly Based on Local Pose Invariance.,"Rui Xu,Bo Tao,Xingwei Zhao,Feng Liu"
Local-Spatiotemporal Change Monitoring in Extracellular Fluid by Time-Variation-Constraint Sparse Bayesian Learning Implemented Into Frequency-Difference Electrical Impedance Tomography (tvcSBL-fdEIT).,"Masahiro Takei,Shinsuke Akita,Ryoma Ogawa"
Lane-Level and Full-Cycle Multivehicle Tracking Using Low-Channel Roadside LiDAR.,"Hui Liu,Bowen Gong,Ciyun Lin,Hongchao Liu"
Unambiguous 2-D Angle-of-Arrival Estimation Receiver Based on a 16-Port Interferometer.,"Xuchun Zhang,Junwei Xie,Xiaowei Sun,Zhenheng Liao,Xiao Yang,Cheng Qi"
"Design, Manufacture, and Experimental Verification of Contactless Power Supply Coupler for Rotary Wireless Sensor Node of Water-Lubricated Bearing.","Yifan Zhao,Chengfeng Li,Changming Zhang,Nan Wang,Peng Wang"
Region Probability Map-Guided Fast Wide-Area Multiobject Detection.,"Xianlei Long,Qingyi Gu,Zhikai Li,Mengjuan Chen"
Design of Compact Self-Shielded Uniform Magnetic Field Coils Based on Multipole Moment Optimization.,"Nuozhou Xu,Xu Zhang,Yibo Qi,Jixi Lu,Shuying Wang,Fei Lu"
An Experimental Study of Relationship Between Stress and Excitation Magnetic Field.,"Li Ding,Zhiyuan Hu,Hongmei Li,Fuchen Zhang,Chuntian Zhao"
Triaxial Vibration Response Performance Characteristics of Solid Particles in Elbows Under Slurry Flow Conditions.,"Gang Wang,Guangming Fu,Kai Wang,Ziang Chang,Yichen Li,Min Qin"
An Accurate Positioning Method Based on Time-Division Strategy for Indoor Moving Target.,"Yamin Lian,Linlin Zhao,Dayang Sun,Chengshuang Cao,Zhen Liu,Yuhong Zhu"
Adaptive Dynamic Programming-Based Method for Signal Evaluation of Energy Transportation System.,"Tianbiao Wang,Hui Liu,Dazhong Ma,Xuguang Hu,Zhaokang Zhan"
Deep Reinforcement Learning of UAV Tracking Control Under Wind Disturbances Environments.,"Zhenbao Liu,Qingqing Dang,Jingyan Wang,Bodi Ma,Wen Zhao,Zhirong Yuan,Yao Cheng"
